,Country,GDP per capita,Móvil,Internet,Banda Ancha,Year
721,Papua New Guinea,115.664137612556,,,,1963
722,Poland,,,,,1963
723,Pre-demographic dividend,136.881976750468,,,,1963
724,Puerto Rico,931.751665981242,,,,1963
725,"Korea, Dem. People's Rep.",,,,,1963
726,Portugal,432.511729575075,,,,1963
727,Paraguay,,,,,1963
728,West Bank and Gaza,,,,,1963
729,Pacific island small states,,,,,1963
730,Post-demographic dividend,1643.05902789407,,,,1963
731,French Polynesia,,,,,1963
732,Qatar,,,,,1963
733,Romania,,,,,1963
734,Russian Federation,,,,,1963
735,Rwanda,41.2182969308148,,,,1963
736,South Asia,98.9785796336554,,,,1963
737,Saudi Arabia,,,,,1963
738,Sudan,139.309840986329,,,,1963
739,Senegal,322.300733288525,,,,1963
740,Singapore,511.205575252773,,,,1963
741,Solomon Islands,,,,,1963
742,Sierra Leone,143.620306755701,,,,1963
743,El Salvador,,,,,1963
744,San Marino,,,,,1963
745,Somalia,73.6072042568089,,,,1963
746,Serbia,,,,,1963
747,Sub-Saharan Africa (excluding high income),154.748732911611,,,,1963
748,South Sudan,,,,,1963
749,Sub-Saharan Africa,154.773439760815,,,,1963
750,Small states,,,,,1963
751,Sao Tome and Principe,,,,,1963
752,Suriname,403.757072560868,,,,1963
753,Slovak Republic,,,,,1963
754,Slovenia,,,,,1963
755,Sweden,2657.02250478203,,,,1963
756,Eswatini,151.501704361161,,,,1963
757,Sint Maarten (Dutch part),,,,,1963
758,Seychelles,308.19526439697,,,,1963
759,Syrian Arab Republic,238.437633438458,,,,1963
760,Turks and Caicos Islands,,,,,1963
761,Chad,116.776543941781,,,,1963
762,East Asia & Pacific (IDA & IBRD countries),77.0930413870433,,,,1963
763,Europe & Central Asia (IDA & IBRD countries),,,,,1963
764,Togo,87.7922979453762,,,,1963
765,Thailand,118.143906991999,,,,1963
766,Tajikistan,,,,,1963
767,Turkmenistan,,,,,1963
768,Latin America & the Caribbean (IDA & IBRD countries),411.190330130553,,,,1963
769,Timor-Leste,,,,,1963
770,Middle East & North Africa (IDA & IBRD countries),,,,,1963
771,Tonga,,,,,1963
772,South Asia (IDA & IBRD),98.9785796336555,,,,1963
773,Sub-Saharan Africa (IDA & IBRD countries),154.773439760815,,,,1963
774,Trinidad and Tobago,760.39788534596,,,,1963
775,Tunisia,,,,,1963
776,Turkey,350.662985186919,,,,1963
777,Tuvalu,,,,,1963
778,Tanzania,,,,,1963
779,Uganda,69.1735430061368,,,,1963
780,Ukraine,,,,,1963
781,Upper middle income,198.439658321444,,,,1963
782,Uruguay,584.29163352089,,,,1963
783,United States,3374.51517105082,,,,1963
784,Uzbekistan,,,,,1963
785,St. Vincent and the Grenadines,162.805452472377,,,,1963
786,"Venezuela, RB",1077.40305066342,,,,1963
787,British Virgin Islands,,,,,1963
788,Virgin Islands (U.S.),,,,,1963
789,Vietnam,,,,,1963
790,Vanuatu,,,,,1963
791,World,522.356583290002,,,,1963
792,Samoa,,,,,1963
793,Kosovo,,,,,1963
794,"Yemen, Rep.",,,,,1963
795,South Africa,511.497363595139,,,,1963
796,Zambia,213.896758909272,,,,1963
797,Zimbabwe,277.479715109342,,,,1963
798,Aruba,,,,,1964
799,Africa Eastern and Southern,162.347592147618,,,,1964
800,Afghanistan,82.0953065340517,,,,1964
801,Africa Western and Central,131.854401909578,,,,1964
802,Angola,,,,,1964
803,Albania,,,,,1964
804,Andorra,,,,,1964
805,Arab World,,,,,1964
806,United Arab Emirates,,,,,1964
807,Argentina,1173.23810525517,,,,1964
808,Armenia,,,,,1964
809,American Samoa,,,,,1964
810,Antigua and Barbuda,,,,,1964
811,Australia,2131.37794817925,,,,1964
812,Austria,1269.41258289256,,,,1964
813,Azerbaijan,,,,,1964
814,Burundi,86.1615495133979,,,,1964
815,Belgium,1701.84627554319,,,,1964
816,Benin,104.339929434072,,,,1964
817,Burkina Faso,80.4727181207385,,,,1964
818,Bangladesh,100.221104183654,,,,1964
819,Bulgaria,,,,,1964
820,Bahrain,,,,,1964
821,"Bahamas, The",1994.44049711429,,,,1964
822,Bosnia and Herzegovina,,,,,1964
823,Belarus,,,,,1964
824,Belize,351.161126269562,,,,1964
825,Bermuda,2199.72700682735,,,,1964
826,Bolivia,136.312361950325,,,,1964
827,Brazil,258.605370728102,,,,1964
828,Barbados,,,,,1964
829,Brunei Darussalam,,,,,1964
830,Bhutan,,,,,1964
831,Botswana,75.9559184671664,,,,1964
832,Central African Republic,88.2901157774413,,,,1964
833,Canada,2555.11114601309,,,,1964
834,Central Europe and the Baltics,,,,,1964
835,Switzerland,2501.29318996377,,,,1964
836,Channel Islands,,,,,1964
837,Chile,678.12810640018,,,,1964
838,China,85.4985551596313,,,,1964
839,Cote d'Ivoire,226.227041791045,,,,1964
840,Cameroon,137.629764066857,,,,1964
841,"Congo, Dem. Rep.",170.467004976226,,,,1964
842,"Congo, Rep.",165.009165867241,,,,1964
843,Colombia,328.655032086694,,,,1964
844,Comoros,,,,,1964
845,Cabo Verde,,,,,1964
846,Costa Rica,352.336884923327,,,,1964
847,Caribbean small states,547.950527291194,,,,1964
848,Cuba,,,,,1964
849,Curacao,,,,,1964
850,Cayman Islands,,,,,1964
851,Cyprus,,,,,1964
852,Czech Republic,,,,,1964
853,Germany,,,,,1964
854,Djibouti,,,,,1964
855,Dominica,,,,,1964
856,Denmark,,,,,1964
857,Dominican Republic,272.974800132974,,,,1964
858,Algeria,238.0437103942,,,,1964
859,East Asia & Pacific (excluding high income),85.8334972371572,,,,1964
860,Early-demographic dividend,182.906190364435,,,,1964
861,East Asia & Pacific,182.714772817938,,,,1964
862,Europe & Central Asia (excluding high income),,,,,1964
863,Europe & Central Asia,,,,,1964
864,Ecuador,440.560234208392,,,,1964
865,"Egypt, Arab Rep.",,,,,1964
866,Euro area,1355.64582322702,,,,1964
867,Eritrea,,,,,1964
868,Spain,675.241639141208,,,,1964
869,Estonia,,,,,1964
870,Ethiopia,,,,,1964
871,European Union,,,,,1964
872,Fragile and conflict affected situations,,,,,1964
873,Finland,1707.50393824701,,,,1964
874,Fiji,310.812276585613,,,,1964
875,France,1909.54162026244,,,,1964
876,Faroe Islands,,,,,1964
877,"Micronesia, Fed. Sts.",,,,,1964
878,Gabon,410.904083462192,,,,1964
879,United Kingdom,1748.2881176141,,,,1964
880,Georgia,,,,,1964
881,Ghana,230.088779524821,,,,1964
882,Gibraltar,,,,,1964
883,Guinea,,,,,1964
884,"Gambia, The",,,,,1964
885,Guinea-Bissau,,,,,1964
886,Equatorial Guinea,46.9760523990492,,,,1964
887,Greece,783.705880998279,,,,1964
888,Grenada,,,,,1964
889,Greenland,,,,,1964
890,Guatemala,279.930464500156,,,,1964
891,Guam,,,,,1964
892,Guyana,305.366398658785,,,,1964
893,High income,1791.84527846256,,,,1964
894,"Hong Kong SAR, China",629.591525784494,,,,1964
895,Honduras,200.434728452609,,,,1964
896,Heavily indebted poor countries (HIPC),117.735500006884,,,,1964
897,Croatia,,,,,1964
898,Haiti,77.8625972471001,,,,1964
899,Hungary,,,,,1964
900,IBRD only,184.49503287889,,,,1964
901,IDA & IBRD total,172.210468477899,,,,1964
902,IDA total,110.624416206679,,,,1964
903,IDA blend,120.137849172513,,,,1964
904,Indonesia,,,,,1964
905,IDA only,109.198265139872,,,,1964
906,Isle of Man,,,,,1964
907,India,115.537496074678,,,,1964
908,Not classified,,,,,1964
909,Ireland,965.135422676745,,,,1964
910,"Iran, Islamic Rep.",221.321282675966,,,,1964
911,Iraq,288.163481655289,,,,1964
912,Iceland,2297.9206432038,,,,1964
913,Israel,1375.89225589226,,,,1964
914,Italy,1222.5445404629,,,,1964
915,Jamaica,518.813871630542,,,,1964
916,Jordan,,,,,1964
917,Japan,843.616878543607,,,,1964
918,Kazakhstan,,,,,1964
919,Kenya,108.293688398499,,,,1964
920,Kyrgyz Republic,,,,,1964
921,Cambodia,123.64592535563,,,,1964
922,Kiribati,,,,,1964
923,St. Kitts and Nevis,268.718051234634,,,,1964
924,"Korea, Rep.",123.603494825331,,,,1964
925,Kuwait,,,,,1964
926,Latin America & Caribbean (excluding high income),411.794711396551,,,,1964
927,Lao PDR,,,,,1964
928,Lebanon,,,,,1964
929,Liberia,,,,,1964
930,Libya,,,,,1964
931,St. Lucia,,,,,1964
932,Latin America & Caribbean,452.490038266785,,,,1964
933,Least developed countries: UN classification,,,,,1964
934,Low income,,,,,1964
935,Liechtenstein,,,,,1964
936,Sri Lanka,120.714347980615,,,,1964
937,Lower middle income,111.306718860953,,,,1964
938,Low & middle income,165.580648101684,,,,1964
939,Lesotho,57.4700513752874,,,,1964
940,Late-demographic dividend,181.951114916812,,,,1964
941,Lithuania,,,,,1964
942,Luxembourg,2755.63311653279,,,,1964
943,Latvia,,,,,1964
944,"Macao SAR, China",,,,,1964
945,St. Martin (French part),,,,,1964
946,Morocco,201.261983005248,,,,1964
947,Monaco,,,,,1964
948,Moldova,,,,,1964
949,Madagascar,142.659339874214,,,,1964
950,Maldives,,,,,1964
951,Middle East & North Africa,,,,,1964
952,Mexico,469.476136876329,,,,1964
953,Marshall Islands,,,,,1964
954,Middle income,170.19046270171,,,,1964
955,North Macedonia,,,,,1964
956,Mali,,,,,1964
957,Malta,,,,,1964
958,Myanmar,20.0354873728226,,,,1964
959,Middle East & North Africa (excluding high income),,,,,1964
960,Montenegro,,,,,1964
961,Mongolia,,,,,1964
962,Northern Mariana Islands,,,,,1964
963,Mozambique,,,,,1964
964,Mauritania,234.633358137149,,,,1964
965,Mauritius,,,,,1964
966,Malawi,48.2932853477252,,,,1964
967,Malaysia,289.009227807173,,,,1964
968,North America,3480.42694456687,,,,1964
969,Namibia,,,,,1964
970,New Caledonia,,,,,1964
971,Niger,153.259717005291,,,,1964
972,Nigeria,113.168716605965,,,,1964
973,Nicaragua,170.434840978642,,,,1964
974,Netherlands,1541.94736519029,,,,1964
975,Norway,1937.88461385928,,,,1964
976,Nepal,46.0034038808981,,,,1964
977,Nauru,,,,,1964
978,New Zealand,2813.54697563939,,,,1964
979,OECD members,1690.11461831308,,,,1964
980,Oman,,,,,1964
981,Other small states,,,,,1964
982,Pakistan,104.880217633675,,,,1964
983,Panama,608.100484905561,,,,1964
984,Peru,382.74396480997,,,,1964
985,Philippines,198.732569748951,,,,1964
986,Palau,,,,,1964
987,Papua New Guinea,125.425000076612,,,,1964
988,Poland,,,,,1964
989,Pre-demographic dividend,124.5154753265,,,,1964
990,Puerto Rico,1006.43444609497,,,,1964
991,"Korea, Dem. People's Rep.",,,,,1964
992,Portugal,468.781081635443,,,,1964
993,Paraguay,,,,,1964
994,West Bank and Gaza,,,,,1964
995,Pacific island small states,,,,,1964
996,Post-demographic dividend,1771.96564758237,,,,1964
997,French Polynesia,,,,,1964
998,Qatar,,,,,1964
999,Romania,,,,,1964
1000,Russian Federation,,,,,1964
1001,Rwanda,41.0838793802528,,,,1964
1002,South Asia,110.874643897349,,,,1964
1003,Saudi Arabia,,,,,1964
1004,Sudan,139.223411006978,,,,1964
1005,Senegal,332.081155350613,,,,1964
1006,Singapore,485.533858206574,,,,1964
1007,Solomon Islands,,,,,1964
1008,Sierra Leone,150.748970879357,,,,1964
1009,El Salvador,,,,,1964
1010,San Marino,,,,,1964
1011,Somalia,76.4803984686038,,,,1964
1012,Serbia,,,,,1964
1013,Sub-Saharan Africa (excluding high income),147.510327244452,,,,1964
1014,South Sudan,,,,,1964
1015,Sub-Saharan Africa,147.541777568417,,,,1964
1016,Small states,,,,,1964
1017,Sao Tome and Principe,,,,,1964
1018,Suriname,419.649854652524,,,,1964
1019,Slovak Republic,,,,,1964
1020,Slovenia,,,,,1964
1021,Sweden,2941.04889945204,,,,1964
1022,Eswatini,177.9669161218,,,,1964
1023,Sint Maarten (Dutch part),,,,,1964
1024,Seychelles,332.305003111975,,,,1964
1025,Syrian Arab Republic,257.578160165979,,,,1964
1026,Turks and Caicos Islands,,,,,1964
1027,Chad,120.820654687922,,,,1964
1028,East Asia & Pacific (IDA & IBRD countries),86.8323310076376,,,,1964
1029,Europe & Central Asia (IDA & IBRD countries),,,,,1964
1030,Togo,99.9378893887589,,,,1964
1031,Thailand,125.938694169401,,,,1964
1032,Tajikistan,,,,,1964
1033,Turkmenistan,,,,,1964
1034,Latin America & the Caribbean (IDA & IBRD countries),443.654715662232,,,,1964
1035,Timor-Leste,,,,,1964
1036,Middle East & North Africa (IDA & IBRD countries),,,,,1964
1037,Tonga,,,,,1964
1038,South Asia (IDA & IBRD),110.874643897349,,,,1964
1039,Sub-Saharan Africa (IDA & IBRD countries),147.541777568417,,,,1964
1040,Trinidad and Tobago,788.69664704446,,,,1964
1041,Tunisia,,,,,1964
1042,Turkey,369.583468629906,,,,1964
1043,Tuvalu,,,,,1964
1044,Tanzania,,,,,1964
1045,Uganda,76.3114862201157,,,,1964
1046,Ukraine,,,,,1964
1047,Upper middle income,222.651661985758,,,,1964
1048,Uruguay,741.244997985711,,,,1964
1049,United States,3573.94118474743,,,,1964
1050,Uzbekistan,,,,,1964
1051,St. Vincent and the Grenadines,173.387341521049,,,,1964
1052,"Venezuela, RB",864.471221072137,,,,1964
1053,British Virgin Islands,,,,,1964
1054,Virgin Islands (U.S.),,,,,1964
1055,Vietnam,,,,,1964
1056,Vanuatu,,,,,1964
1057,World,560.428606141681,,,,1964
1058,Samoa,,,,,1964
1059,Kosovo,,,,,1964
1060,"Yemen, Rep.",,,,,1964
1061,South Africa,548.996057840454,,,,1964
1062,Zambia,242.384472510792,,,,1964
1063,Zimbabwe,281.558896044141,,,,1964
1064,Aruba,,0.0,,,1965
1065,Africa Eastern and Southern,180.214907841495,0.0,,,1965
1066,Afghanistan,101.108325163758,0.0,,,1965
1067,Africa Western and Central,138.526332388544,0.0,,,1965
1068,Angola,,0.0,,,1965
1069,Albania,,0.0,,,1965
1070,Andorra,,0.0,,,1965
1071,Arab World,,0.0,,,1965
1072,United Arab Emirates,,,,,1965
1073,Argentina,1279.11377848123,0.0,,,1965
1074,Armenia,,0.0,,,1965
1075,American Samoa,,0.0,,,1965
1076,Antigua and Barbuda,,0.0,,,1965
1077,Australia,2281.09879668523,0.0,,,1965
1078,Austria,1374.53213986075,0.0,,,1965
1079,Azerbaijan,,0.0,,,1965
1080,Burundi,51.3818812578693,0.0,0.0,,1965
1081,Belgium,1835.59476553194,0.0,,,1965
1082,Benin,110.132584644972,0.0,,,1965
1083,Burkina Faso,81.7250523247925,0.0,,,1965
1084,Bangladesh,106.646644385365,0.0,,,1965
1085,Bulgaria,,0.0,,,1965
1086,Bahrain,,0.0,,,1965
1087,"Bahamas, The",2144.73908940986,0.0,,,1965
1088,Bosnia and Herzegovina,,0.0,,,1965
1089,Belarus,,0.0,,,1965
1090,Belize,377.590746983887,0.0,,,1965
1091,Bermuda,2282.21654621089,0.0,,,1965
1092,Bolivia,149.640333206756,0.0,,,1965
1093,Brazil,269.456289972728,0.0,,,1965
1094,Barbados,,0.0,,,1965
1095,Brunei Darussalam,1113.78304185271,0.0,,,1965
1096,Bhutan,,0.0,,,1965
1097,Botswana,81.7699943344463,0.0,0.0,,1965
1098,Central African Republic,91.8303746529954,0.0,,,1965
1099,Canada,2770.36180408145,0.0,,,1965
1100,Central Europe and the Baltics,,0.0,,,1965
1101,Switzerland,2620.475547353,0.0,,,1965
1102,Channel Islands,,,,,1965
1103,Chile,670.395685818079,0.0,,,1965
1104,China,98.4867777522206,0.0,,,1965
1105,Cote d'Ivoire,217.60244145006,0.0,,,1965
1106,Cameroon,141.00251500175,0.0,,,1965
1107,"Congo, Dem. Rep.",232.811127800512,0.0,,,1965
1108,"Congo, Rep.",171.646141568633,0.0,,,1965
1109,Colombia,307.646860038546,0.0,,,1965
1110,Comoros,,0.0,,,1965
1111,Cabo Verde,,0.0,,,1965
1112,Costa Rica,372.280578054054,0.0,,,1965
1113,Caribbean small states,580.944135963881,0.0,,,1965
1114,Cuba,,0.0,,,1965
1115,Curacao,,,,,1965
1116,Cayman Islands,,0.0,,,1965
1117,Cyprus,,0.0,,,1965
1118,Czech Republic,,0.0,,,1965
1119,Germany,,0.0,,,1965
1120,Djibouti,,0.0,,,1965
1121,Dominica,,0.0,,,1965
1122,Denmark,,0.0,,,1965
1123,Dominican Republic,229.023500116562,0.0,,,1965
1124,Algeria,249.883585607009,0.0,,,1965
1125,East Asia & Pacific (excluding high income),97.4768597834174,0.0,,,1965
1126,Early-demographic dividend,193.371171370443,0.0,,,1965
1127,East Asia & Pacific,198.62314735788,0.0,,,1965
1128,Europe & Central Asia (excluding high income),,0.0,,,1965
1129,Europe & Central Asia,,0.0,,,1965
1130,Ecuador,455.19781834632,0.0,,,1965
1131,"Egypt, Arab Rep.",162.608472309905,0.0,,,1965
1132,Euro area,1468.53626462288,0.0,,,1965
1133,Eritrea,,0.0,,,1965
1134,Spain,774.761609330096,0.0,,,1965
1135,Estonia,,0.0,,,1965
1136,Ethiopia,,0.0,,,1965
1137,European Union,,0.0,,,1965
1138,Fragile and conflict affected situations,,0.0,,,1965
1139,Finland,1882.08685764849,0.0,,,1965
1140,Fiji,317.020325095875,0.0,,,1965
1141,France,2038.16310215841,0.0,,,1965
1142,Faroe Islands,,0.0,,,1965
1143,"Micronesia, Fed. Sts.",,0.0,,,1965
1144,Gabon,424.620442943686,0.0,,,1965
1145,United Kingdom,1873.56777435421,0.0,,,1965
1146,Georgia,,0.0,,,1965
1147,Ghana,265.323688785998,0.0,,,1965
1148,Gibraltar,,0.0,,,1965
1149,Guinea,,0.0,,,1965
1150,"Gambia, The",,0.0,,,1965
1151,Guinea-Bissau,,0.0,,,1965
1152,Equatorial Guinea,234.344085087491,0.0,,,1965
1153,Greece,899.281238912995,0.0,,,1965
1154,Grenada,,0.0,0.0,,1965
1155,Greenland,,0.0,,,1965
1156,Guatemala,278.828138481721,0.0,,,1965
1157,Guam,,0.0,,,1965
1158,Guyana,327.115728130283,0.0,,,1965
1159,High income,1923.14595766756,0.0,,,1965
1160,"Hong Kong SAR, China",676.805507110096,0.0,,,1965
1161,Honduras,216.815394681597,0.0,,,1965
1162,Heavily indebted poor countries (HIPC),134.116601606809,0.0,,,1965
1163,Croatia,,0.0,,,1965
1164,Haiti,82.9476083737561,0.0,,,1965
1165,Hungary,,0.0,,,1965
1166,IBRD only,198.015698879128,0.0,,,1965
1167,IDA & IBRD total,185.307514412306,0.0,,,1965
1168,IDA total,121.22005214319,0.0,,,1965
1169,IDA blend,127.184093508914,0.0,,,1965
1170,Indonesia,,0.0,,,1965
1171,IDA only,122.032121329754,0.0,,,1965
1172,Isle of Man,,,,,1965
1173,India,119.318916255491,0.0,,,1965
1174,Not classified,,,,,1965
1175,Ireland,1023.77372640936,0.0,,,1965
1176,"Iran, Islamic Rep.",248.341152277938,0.0,,,1965
1177,Iraq,,0.0,,,1965
1178,Iceland,2723.52094989073,0.0,,,1965
1179,Israel,1429.31460528027,,,,1965
1180,Italy,1304.45381661965,0.0,,,1965
1181,Jamaica,553.450685786148,0.0,,,1965
1182,Jordan,511.102970798115,0.0,,,1965
1183,Japan,928.518848597045,0.0,,,1965
1184,Kazakhstan,,0.0,,,1965
1185,Kenya,104.711673869592,0.0,,,1965
1186,Kyrgyz Republic,,0.0,,,1965
1187,Cambodia,134.304279643423,0.0,,,1965
1188,Kiribati,,0.0,,,1965
1189,St. Kitts and Nevis,276.248904103999,0.0,,,1965
1190,"Korea, Rep.",108.722131222718,0.0,,,1965
1191,Kuwait,4443.45233840779,0.0,,,1965
1192,Latin America & Caribbean (excluding high income),434.67217536878,0.0,,,1965
1193,Lao PDR,,0.0,,,1965
1194,Lebanon,,0.0,,,1965
1195,Liberia,,0.0,,,1965
1196,Libya,,0.0,,,1965
1197,St. Lucia,,0.0,,,1965
1198,Latin America & Caribbean,473.645786429619,0.0,,,1965
1199,Least developed countries: UN classification,,0.0,,,1965
1200,Low income,,0.0,,,1965
1201,Liechtenstein,,,,,1965
1202,Sri Lanka,152.852675452191,0.0,,,1965
1203,Lower middle income,117.428484765501,0.0,,,1965
1204,Low & middle income,178.924532315256,0.0,,,1965
1205,Lesotho,59.501773728218,0.0,,,1965
1206,Late-demographic dividend,199.960336090158,0.0,,,1965
1207,Lithuania,,0.0,,,1965
1208,Luxembourg,2780.09271886584,0.0,,,1965
1209,Latvia,,0.0,,,1965
1210,"Macao SAR, China",,0.0,,,1965
1211,St. Martin (French part),,,,,1965
1212,Morocco,206.44901799101,0.0,,,1965
1213,Monaco,,0.0,,,1965
1214,Moldova,,0.0,,,1965
1215,Madagascar,144.484730099737,0.0,,,1965
1216,Maldives,,0.0,0.0,,1965
1217,Middle East & North Africa,,0.0,,,1965
1218,Mexico,494.97026133002,0.0,,,1965
1219,Marshall Islands,,0.0,,,1965
1220,Middle income,183.484711013677,0.0,,,1965
1221,North Macedonia,,0.0,,,1965
1222,Mali,,0.0,,,1965
1223,Malta,,0.0,,,1965
1224,Myanmar,16.5964592653032,0.0,,,1965
1225,Middle East & North Africa (excluding high income),213.916359797986,0.0,,,1965
1226,Montenegro,,,,,1965
1227,Mongolia,,0.0,,,1965
1228,Northern Mariana Islands,,0.0,,,1965
1229,Mozambique,,0.0,,,1965
1230,Mauritania,258.990479573938,0.0,,,1965
1231,Mauritius,,0.0,,,1965
1232,Malawi,55.4982244111406,0.0,,,1965
1233,Malaysia,310.327925803759,0.0,,,1965
1234,North America,3729.969703607,0.0,,,1965
1235,Namibia,,0.0,,,1965
1236,New Caledonia,1763.4750531025,0.0,,,1965
1237,Niger,172.039678987395,0.0,,,1965
1238,Nigeria,117.188634827652,0.0,,,1965
1239,Nicaragua,273.906702957796,0.0,,,1965
1240,Netherlands,1708.09635648862,0.0,,,1965
1241,Norway,2164.46882336736,0.0,,,1965
1242,Nepal,67.0074709698086,0.0,,,1965
1243,Nauru,,0.0,,,1965
1244,New Zealand,2151.29492695315,0.0,,,1965
1245,OECD members,1810.72441644904,0.0,,,1965
1246,Oman,101.259179130027,0.0,,,1965
1247,Other small states,,0.0,,,1965
1248,Pakistan,116.44672466593,0.0,,,1965
1249,Panama,648.436082115863,0.0,,,1965
1250,Peru,441.18211196419,0.0,,,1965
1251,Philippines,210.8477965235,0.0,,,1965
1252,Palau,,,,,1965
1253,Papua New Guinea,138.470632821301,0.0,,,1965
1254,Poland,,0.0,,,1965
1255,Pre-demographic dividend,136.992471012638,0.0,,,1965
1256,Puerto Rico,1110.83269082498,0.0,,,1965
1257,"Korea, Dem. People's Rep.",,0.0,,,1965
1258,Portugal,520.910659367884,0.0,,,1965
1259,Paraguay,204.200830354844,0.0,,,1965
1260,West Bank and Gaza,,,,,1965
1261,Pacific island small states,,0.0,,,1965
1262,Post-demographic dividend,1903.97000068714,0.0,,,1965
1263,French Polynesia,1889.24241351302,0.0,,,1965
1264,Qatar,,0.0,,,1965
1265,Romania,,0.0,,,1965
1266,Russian Federation,,0.0,,,1965
1267,Rwanda,45.9892827648958,0.0,,,1965
1268,South Asia,116.48449853533,0.0,,,1965
1269,Saudi Arabia,,,,,1965
1270,Sudan,141.081929255897,0.0,,,1965
1271,Senegal,328.563169210907,0.0,,,1965
1272,Singapore,516.53530333901,0.0,,,1965
1273,Solomon Islands,,0.0,,,1965
1274,Sierra Leone,143.280492367138,0.0,,,1965
